"Diatoms","Daphnia","Time"
46.8394812618242,1.41763516582283,122
50.3395902771015,1.1987305109028,123
54.1100637580858,1.39428251319368,124
58.0979071654006,1.65685083786639,125
62.3456182818726,1.96091511635096,126
66.8997901271639,1.6631475128374,127
71.8210628373455,1.86194453392914,128
77.1450937187265,2.0342958248105,129
82.9187323419618,2.11657671148106,130
89.0376658638975,2.15305722210878,131
95.0797746940584,2.19926504442011,132
101.763847272639,2.80188009189986,133
108.924021153991,3.58252682645445,134
116.227553271387,3.78435038530132,135
123.672105014282,4.46302383058729,136
131.496623993642,5.45790153206456,137
139.185924365852,6.1837137608556,138
146.893739981368,7.77863920782324,139
154.150127744305,9.36173231315792,140
160.738560612891,11.8506586703109,141
165.873643977263,15.0427727801129,142
169.156949427244,19.1205444483231,143
169.613678460207,24.6320868566927,144
166.469982209365,31.5129603372043,145
158.808447335522,40.1457446612619,146
146.168552119917,50.5994066797778,147
128.411316604316,62.3802552910777,148
106.82702288754,74.6466211645065,149
83.9586894368503,86.0989808304779,150
61.6023302636201,95.4120085982863,151
42.7891668794835,101.456948301702,152
28.7794194887128,103.872971592945,153
18.9657465593862,103.543263674215,154
12.3973967598283,101.371996134688,155
8.55660915018832,98.2704304229122,156
6.0953988184551,94.1704487466367,157
3.84298944464002,89.6858852067158,158
2.86123576360874,84.938187605701,159
2.11687405371372,79.9861619524975,160
1.69465202576424,75.7217658744357,161
1.55795873286496,71.7527044006107,162
1.03752485791194,67.9080269099348,163
0.927565980460853,63.8983929658853,164
0.581686961114678,60.3522675259549,165
0.679915625428089,56.7700284393272,166
0.738427397734686,53.073116140696,167
0.530753641308737,50.2868274938092,168
0.33204790990457,47.161091258159,169
0.0892889876966871,44.314843402404,170
0.353667092434274,41.6273767650486,171
0.365743070514528,39.3077560432813,172
0.647328220507454,36.8969846463816,173
0.379428653330912,34.3818616090415,174
0.42129433519588,32.5275014165393,175
0.286589300321464,30.3220825293172,176
0.630978925594444,28.2676288585888,177
0.340626419588993,26.7704172545096,178
0.22445659650658,25.0529976596527,179
0.367803481498871,23.6236511323346,180
0.01,22.5425867088349,181
0.0246417178667962,21.4614132252866,182
0.281515197985271,20.3141463311668,183
0.0611425588426679,19.0661314767513,184
0.20045891320808,17.7915468038636,185
0.309949931316019,16.677230592215,186
0.880268425429611,15.4525155047241,187
0.595929737915633,14.4146433263001,188
0.755692613711881,13.651178654418,189
0.712451573406875,12.8998934526379,190
0.543759990763536,11.9355897380745,191
0.841462769338212,11.0765337506011,192
0.793536414937089,10.3304876358089,193
0.717893151735861,9.87211360013048,194
0.972287355272202,9.33256737787535,195
0.88009156033486,8.87015897906399,196
0.876280247405528,7.9885982606456,197
1.00946018451523,7.20194571212673,198
1.0911143887762,7.17043393780597,199
0.783509300833782,6.95365241676151,200
0.725616476604556,6.4044679400533,201
0.784280599833978,5.78244242828267,202
0.660243688639456,5.38522202295623,203
0.800520959356556,4.85844024392227,204
0.904797753204926,4.82332752729012,205
0.86785255008726,4.46627580944324,206
0.754563139366293,4.30975841916185,207
1.27499235839343,4.14952081472213,208
1.2087021525221,3.4496001912308,209
1.49004779152332,3.3973005470827,210
1.48084721859169,2.8198753647806,211
1.73065146792144,2.83397319132586,212
2.1957372172923,2.8978274224566,213
2.22257156070631,2.71922904849486,214
2.3115982638839,2.39675927884145,215
2.89561760663191,2.23993556000665,216
3.00230424107756,2.129563198492,217
3.30363156087691,1.86112119342476,218
3.5492557743986,1.6259455135198,219
3.76711874593783,1.64278079590262,220
3.8738196797535,1.84594258039201,221
4.11468070568818,1.79470752781627,222
4.31025155029609,1.59471771175242,223
4.53187445932627,1.65591977076004,224
5.08946763050598,1.63463687421471,225
5.09578429846569,1.34636841625164,226
5.43051082747945,1.31311038773846,227
6.10041901554708,1.57085598664122,228
6.83235350772575,0.945679639094569,229
7.48319786875494,0.913964967788501,230
7.98124125265302,0.737319669116969,231
8.75356961437448,0.634124078913439,232
9.31105388339042,0.653698671482061,233
10.0296019396813,0.574629634553541,234
10.7859235476829,1.0102429947858,235
11.673960005931,1.13371364320175,236
12.9959135704517,0.742591538274393,237
13.5701743303039,0.978449579384891,238
14.7216188194358,0.716795212903636,239
16.1153211949512,0.922117076938643,240
17.3646879422271,0.752744949527949,241
18.8777989514922,0.755573121412867,242
20.2265235364193,0.823926126997567,243
22.0555450539604,1.06279494634527,244
23.8014251880681,0.760981034715339,245
25.8545649618219,0.812973210552722,246
27.9032580747519,0.995648167581486,247
30.070328345161,0.675960318703305,248
32.2280352915558,0.416371811730159,249
34.8495303123766,0.418727872135731,250
37.8344212070212,0.761992532071956,251
40.4807976550044,0.565164222935906,252
43.8083370052309,0.878268021470563,253
46.9104676495179,0.755404471619762,254
50.4654316290725,0.496028656201751,255
54.2963032768615,0.549401991643728,256
58.7534750902521,0.418606534564356,257
63.4096101936126,0.57737159327151,258
68.1127377025517,0.538130771529778,259
73.5114490789211,0.669158799777402,260
79.1456678561537,0.627152251213782,261
85.4265771827683,0.630828349106053,262
92.0428628882864,0.525694546148242,263
99.1269933809266,0.843802649612116,264
107.114634724054,0.948405000739947,265
115.343941995766,1.01639060580998,266
124.094787348797,1.08184217319488,267
133.213198419951,1.23414544890527,268
143.489755039727,1.62595130937417,269
154.368776912333,2.12736085279365,270
165.299669439707,2.55732018942108,271
176.988626988253,3.07424216427314,272
188.881768269375,3.87566974234639,273
201.078015357998,5.14274476833077,274
212.678823782654,7.0790261456173,275
224.002735773302,9.70086529902297,276
233.439576427046,13.1889143214331,277
239.717897023568,18.6758867925933,278
241.170154181141,26.6420104217925,279
234.777889828492,37.5977536719083,280
218.188411920614,52.8003205873867,281
189.211241120086,73.0046407669541,282
149.171330423722,96.6312191729051,283
103.248553507809,119.54358772781,284
62.2479633685202,137.104650695923,285
32.8741370551054,146.024334878377,286
16.6120867063747,146.498418271585,287
7.94915234496984,142.752573805609,288
3.94461867924419,136.563194504171,289
2.34488890726623,129.537693209779,290
0.994444119024976,122.574432045443,291
0.391743172326098,115.347822114148,292
0.350467803373459,108.618023210004,293
0.01,101.921641900385,294
0.121213728415999,95.7164158992156,295
0.233723122872531,90.0905210566968,296
0.01,84.4545212393854,297
0.177927125132674,79.4702826378519,298
0.221285095007795,74.6189868333104,299
0.223673879300237,69.895032967349,300
0.321375286895605,66.0101617076037,301
0.359461005942393,61.96273804774,302
0.406077715321586,57.9983927135856,303
0.465196562072589,54.5698561826228,304
0.13966249697934,51.0645904384828,305
0.0192002052515922,48.0447307436736,306
0.0979243352291324,45.0477829945106,307
0.299470156314241,42.4572837865252,308
0.36047024451284,39.3838618287123,309
0.363914128113688,36.8337375623204,310
0.0160190864289623,35.0666341569666,311
0.0261226351326199,33.0149206085057,312
0.0739556262939964,30.9525401835548,313
0.105716427419248,29.1116258855064,314
0.277666429937243,27.4285583451496,315
0.01,26.139130338098,316
0.115766417094298,24.1573169377815,317
0.172336404081042,22.8362606144003,318
0.01,21.1007383811068,319
0.01,20.1001913176857,320
0.262948097569344,18.7447731596817,321
0.01,17.6412590450585,322
0.01,16.7211553599197,323
0.01,15.8150824069436,324
0.149531343894608,14.7844510091307,325
0.102258093185377,14.0701384812659,326
0.01,13.2743134719785,327
0.419990294019339,12.2820123356004,328
0.171820544477179,11.5570944153684,329
0.291567322289498,10.6686264073914,330
0.493643349889403,10.1615659399592,331
0.454571234422002,9.85030713608488,332
0.980358256768006,9.38383636705774,333
0.624558938056553,8.71965721215452,334
0.740584875991084,8.14276083379376,335
0.713637779001516,7.78763371031151,336
0.671438866604935,7.3592976618613,337
0.803322671178285,6.90649127786944,338
0.855605475854306,6.09836985724443,339
0.946103665793992,5.57836974658583,340
0.893206797212119,5.15505132832958,341
0.820674124060767,5.05314998224515,342
0.741610098747811,4.65135162941272,343
0.63642671084881,4.24058861235273,344
0.682667646537416,4.0304770829539,345
0.680380344143803,3.62895885977062,346
0.730271941961286,3.47933516207424,347
0.851728640004437,3.29940638026102,348
0.672010588510753,3.32146149340629,349
0.902508575161914,3.17980521523417,350
0.843883881064756,2.53947555807848,351
0.882032852366488,2.29497639403881,352
0.802348223811593,2.18741915380577,353
0.565120362198255,2.07442414112515,354
0.810601051338472,1.7848638543353,355
0.857197026611969,1.98501238450193,356
1.19986988378026,1.83944839970471,357
1.1349724117856,1.50397570480238,358
1.38880852793679,1.75068699798499,359
1.67899360967744,1.45625665384749,360
1.71033142513539,1.43402317820771,361
1.72410183260007,1.24570804088444,362
2.09098085758574,0.827891562933238,363
2.1627750541136,0.98324710863355,364
2.44199365179271,0.867013698277201,365
2.51457257224485,1.01716849063567,366
2.91419001513569,0.990422584356272,367
2.71173724257853,1.08124585095669,368
3.15922672198545,1.30176976151715,369
3.52863411695778,1.15454385442351,370
3.5728913373432,1.19966695688688,371
4.23476703827086,1.31468093827182,372
4.78802665182409,1.47223354637834,373
5.26929267402184,0.870577815391536,374
5.83466280294489,0.74628653565759,375
6.75821781294521,0.775929147842272,376
7.47903130042358,0.623958885106617,377
8.21828725387647,0.861286749178304,378
8.68186810447987,0.746432022966397,379
9.56410461813212,0.686772405781574,380
9.82132167009343,0.60511556160876,381
10.7779530069332,0.626523608218927,382
11.7997402144273,0.315440538651056,383
12.696139910191,0.613657488557038,384
13.9482561593186,0.333894638637771,385
14.9471512591802,0.72842509456801,386
15.9629160390075,0.5190693931566,387
17.3218098662816,0.367025253345625,388
18.5177361900883,0.53773501203384,389
20.0111542950734,0.503752642849901,390
21.8158394184423,0.680087394289452,391
23.2641132250703,0.6972637668108,392
25.2719253609514,0.23122615032579,393
27.2918457768694,0.365221245230658,394
29.5529724113667,0.011612657055976,395
31.4063493481702,0.01,396
33.8734877056451,0.0309785890431194,397
36.8248361923324,0.0730812440972277,398
39.6532338448315,0.15087640379451,399
43.0703392284419,0.317678270735403,400
