"Diatoms","Daphnia","Time"
30.0231114934418,3.9193517344297,1
31.9006799888149,4.00276453609838,2
34.1472594168985,4.05259529513773,3
36.2496488047762,4.20493485423702,4
38.7535233312531,4.23014806693215,5
41.1325942435474,4.07521097566344,6
43.8290365538259,4.35844371247138,7
46.6274662625788,4.54025399007864,8
49.4250686314293,4.74699171060374,9
52.7198910922684,4.84997762065712,10
55.8415859238816,4.83260467269298,11
59.0132315486461,5.13032169032401,12
62.1422912547784,5.30788429592328,13
65.814581853522,5.33454675932534,14
69.9477226362381,5.81393513515791,15
73.7824733999709,6.3146088112691,16
77.8550360925284,6.94322453076784,17
82.1042271821318,7.83659158092538,18
86.1436637205082,8.44665573369506,19
90.274580636535,9.47919031602823,20
93.755354622634,10.6130249883525,21
97.1026147146,11.9091899041441,22
99.9954183715644,14.057919271636,23
102.770188658331,15.7137530333374,24
104.347167315015,17.8256819235583,25
105.368690793273,20.6489371080111,26
105.000778767087,23.7882538515156,27
103.354034570899,27.6936967301776,28
100.195444128284,31.7787007938786,29
95.0480280306555,36.572181986522,30
88.8662500488666,41.284577110063,31
81.3342529571407,46.0711220867564,32
73.0487779599674,50.5364578318349,33
63.7882440054492,55.2103377055522,34
55.0516142334153,58.7307854105137,35
46.7425067966575,61.8063847343667,36
38.6728348686344,63.6790107102088,37
32.1079906847453,64.5069237154808,38
26.0654145332122,65.092254949085,39
21.3797020742733,64.4083162383072,40
17.6784728156017,63.3972752507263,41
14.6406302241347,61.9264996891277,42
12.0347768569866,59.9466948436183,43
10.4074797113548,58.0022788043812,44
8.71973042415462,55.8286122422106,45
7.47186530323095,53.4151580315082,46
6.6792685642211,51.0996834054802,47
5.82296197541596,48.7427595610515,48
5.29705030491448,46.2524365650079,49
5.23143012358917,44.240612951338,50
4.75710769006398,41.9741682774647,51
4.08467106295642,39.7854167083336,52
3.78399363605611,37.7398851364919,53
3.31233043885586,35.7127553863389,54
3.09801367541616,33.5414744980606,55
2.66193617894992,31.8654290014717,56
2.79193841656402,30.3143396596187,57
2.15252635367579,28.4200739577227,58
2.06948803000722,26.8699606527331,59
2.1342751604954,25.4442825367412,60
2.00985321270204,23.806533516453,61
2.14471703937337,22.3497161751302,62
1.98131906589715,21.1260714222708,63
2.17306971440151,19.8459487708438,64
2.05716427505695,18.6551717568335,65
1.97681319341162,17.6006549662482,66
2.28331653710817,16.7218442226925,67
2.59135465881402,15.831417315957,68
1.88198761722471,15.0673806121798,69
2.00317506737971,14.4397275233073,70
2.16683231338119,13.2753359880281,71
2.55111876563099,12.6117049181311,72
2.1063217983526,11.6698988329174,73
2.06913730857329,10.9197029535686,74
1.80069149961445,10.3962660438448,75
2.38972888238065,9.55203411496837,76
2.66175385348472,9.15372976935208,77
2.86721178820468,8.53250690551102,78
2.85679802671084,8.00730040868778,79
3.17908405099232,7.60516946300399,80
3.41555375895145,7.03806368395918,81
3.60611302985384,6.50803666750885,82
3.67320495173576,6.60905400362144,83
3.6592663733678,6.3372107102123,84
4.03851836890489,5.9382529860643,85
4.48474887026094,5.46063211896161,86
4.63415706607038,5.2734606256337,87
4.88794579861395,5.44692165666492,88
4.90893239805338,4.98881278636511,89
5.2584195635853,4.6911871313366,90
5.63103629581982,4.30587009389172,91
5.94127767588985,4.44018815122165,92
6.11673356787022,4.19543823943646,93
6.63112231947518,4.08137430292738,94
7.05308278831153,3.73000995223652,95
7.9268553108164,3.63775306851798,96
8.33369059629481,3.29275672907454,97
8.78584775202395,3.01907664635737,98
9.28537043956818,3.21240551181858,99
9.93922766927927,2.773279397071,100
10.6037493153746,2.56278377104095,101
11.6576015123343,2.75585426954726,102
12.2987140556331,2.57362089403319,103
13.1194815651077,2.45176600595099,104
14.035033388154,2.19649012293419,105
15.4075433794822,2.26466110335737,106
16.4535516787789,2.24246844899243,107
17.6312757725364,2.12733234199868,108
18.89697421518,2.14110784913048,109
20.0781866892167,2.1147243651239,110
21.3653584402709,1.77515716419697,111
22.8224351694281,1.92982366449255,112
24.8681575105735,2.14245886098876,113
26.208692280551,1.94516053314476,114
28.1276561160482,1.94494051340547,115
30.1109817038435,1.63891380661649,116
32.8567286895194,1.65347045740933,117
35.3402081073091,1.64393603552427,118
37.881914459772,1.35133863285684,119
40.322147856289,1.33376319792571,120
43.6020120925536,1.54497541140723,121
